grid,true_density,slq_curve,dfl_curve
2.223090984023405881e+01,5.119443737586137563e-04,4.407493484944658606e-04,5.116869134896555749e-04
2.231100628455580193e+01,5.037058983500107166e-04,4.221609010342592316e-04,5.034357518657163813e-04
2.239110272887754149e+01,4.955740045321402158e-04,4.055852898866370748e-04,4.953053517951235517e-04
2.247119917319928106e+01,4.884681138270859264e-04,3.916532959962078491e-04,4.882154230151684805e-04
2.255129561752102063e+01,4.831922742428157035e-04,3.808739915064418883e-04,4.829682540972433154e-04
2.263139206184276375e+01,4.803167982286281616e-04,3.735899505123820366e-04,4.801306401144205070e-04
2.271148850616450332e+01,4.800910335067343692e-04,3.699452829948632164e-04,4.799471875579593887e-04
2.279158495048624289e+01,4.824000194906553083e-04,3.698706427039512648e-04,4.822976665815617244e-04
2.287168139480798246e+01,4.867716401651490726e-04,3.730874059318532634e-04,4.867049188250103468e-04
2.295177783912972558e+01,4.924338250953023228e-04,3.791309497089243876e-04,4.923927649980713167e-04
2.303187428345146515e+01,4.984143683618268020e-04,3.873906606020528125e-04,4.983863847510526003e-04
2.311197072777320471e+01,5.036700011388238517e-04,3.971622748286191213e-04,5.036417304755402835e-04
2.319206717209494784e+01,5.072272801700407731e-04,4.077066579898261205e-04,5.071864956578695308e-04
2.327216361641668740e+01,5.083161871799075091e-04,4.183083890101436985e-04,5.082535280767750850e-04
2.335226006073842697e+01,5.064782803888005953e-04,4.283276354184175835e-04,5.063885604543489228e-04
2.343235650506016654e+01,5.016346440326795511e-04,4.372397969955660801e-04,5.015175665669746943e-04
2.351245294938190966e+01,4.941042562021292659e-04,4.446591282074861037e-04,4.939644465363705449e-04
2.359254939370364923e+01,4.845699907634956746e-04,4.503447889057821552e-04,4.844163499776375737e-04
2.367264583802538880e+01,4.739963867081840496e-04,4.541901968404693664e-04,4.738408602415345849e-04
2.375274228234712837e+01,4.635096362214392168e-04,4.561988089959109500e-04,4.633655663180867514e-04
2.383283872666887149e+01,4.542551419790790269e-04,4.564512080774486879e-04,4.541354243716769472e-04
2.391293517099061106e+01,4.472508635850019052e-04,4.550693595774024159e-04,4.471661507050762202e-04
2.399303161531235062e+01,4.432551808774387158e-04,4.521839981561563519e-04,4.432123643887104060e-04
2.407312805963409374e+01,4.426661258544032133e-04,4.479103062575592832e-04,4.426672925991362675e-04
2.415322450395583331e+01,4.454648518132978650e-04,4.423355080103419357e-04,4.455068449888232966e-04
2.423332094827757288e+01,4.512106472959668386e-04,4.355199726284647360e-04,4.512852871377930888e-04
2.431341739259931245e+01,4.590883731593934877e-04,4.275112220932351806e-04,4.591833084743032821e-04
2.439351383692105557e+01,4.680027045869020836e-04,4.183681943937407046e-04,4.681027884204145922e-04
2.447361028124279514e+01,4.767077931056098745e-04,4.081915081619702079e-04,4.767968121105908863e-04
2.455370672556453471e+01,4.839566263707681458e-04,3.971545049137270795e-04,4.840191716459116516e-04
2.463380316988627783e+01,4.886519756161742138e-04,3.855296035519536558e-04,4.886752277041667668e-04
2.471389961420801740e+01,4.899806597696086240e-04,3.737049747322304617e-04,4.899558735822617936e-04
2.479399605852975697e+01,4.875149215003576095e-04,3.621876283406464747e-04,4.874384360628911768e-04
2.487409250285149653e+01,4.812687264808916394e-04,3.515905447984602914e-04,4.811423841807343127e-04
2.495418894717323965e+01,4.717022445915205445e-04,3.426032825591982878e-04,4.715331771618335973e-04
2.503428539149497922e+01,4.596739618778812879e-04,3.359473734119710090e-04,4.594737762913549389e-04
2.511438183581671879e+01,4.463460396828296934e-04,3.323196062190600592e-04,4.461295069985948781e-04
2.519447828013845836e+01,4.330539439486756018e-04,3.323278554138482535e-04,4.328373496316335303e-04
2.527457472446020148e+01,4.211553956080951538e-04,3.364253112701011167e-04,4.209547448381756427e-04
2.535467116878194105e+01,4.118759166267009432e-04,3.448497071823971596e-04,4.117051994311069938e-04
2.543476761310368062e+01,4.061684704499481406e-04,3.575743177760178906e-04,4.060381789833604179e-04
2.551486405742542374e+01,4.046029599106955809e-04,3.742770385505306686e-04,4.045190165317823932e-04
2.559496050174716331e+01,4.072978999219062954e-04,3.943327022559510410e-04,4.072611047206555574e-04
2.567505694606890287e+01,4.139018430423664868e-04,4.168319450269255774e-04,4.139078894347034392e-04
2.575515339039064244e+01,4.236266338238313368e-04,4.406274954597056738e-04,4.236666776424027002e-04
2.583524983471238556e+01,4.353288929731686792e-04,4.644059131220352695e-04,4.353906009400503431e-04
2.591534627903412513e+01,4.476308818940001773e-04,4.867798421968624434e-04,4.476998355532356205e-04
2.599544272335586470e+01,4.590676246741375185e-04,5.063931409349894290e-04,4.591289206900102870e-04
2.607553916767760427e+01,4.682443253251351964e-04,5.220291952222114694e-04,4.682841958344064891e-04
2.615563561199934739e+01,4.739870262271348171e-04,5.327116808147012213e-04,4.739943051063619304e-04
2.623573205632108696e+01,4.754702367151771090e-04,5.377872466269266374e-04,4.754375185641729340e-04
2.631582850064282653e+01,4.723078343784824196e-04,5.369811217553075106e-04,4.722322100491453418e-04
2.639592494496456965e+01,4.645976093491103651e-04,5.304193701877396930e-04,4.644809104773142271e-04
2.647602138928630922e+01,4.529149050750675798e-04,5.186151038723453436e-04,4.527634445170343079e-04
2.655611783360804878e+01,4.382563083376124274e-04,5.024199453680624127e-04,4.380801573267136483e-04
2.663621427792978835e+01,4.219396191584640554e-04,4.829458663862628404e-04,4.217515093326026725e-04
2.671631072225153147e+01,4.054708017456675286e-04,4.614657035721287130e-04,4.052847760015697558e-04
2.679640716657327104e+01,3.903918238506019116e-04,4.393027641930010645e-04,3.902217810205181733e-04
2.687650361089501061e+01,3.781249566696523782e-04,4.177207511003429513e-04,3.779832400423722397e-04
2.695660005521675018e+01,3.698291488093009946e-04,3.978247261686359290e-04,3.697253182088910419e-04
2.703669649953849330e+01,3.662826014233063940e-04,3.804821482388314412e-04,3.662225051519169103e-04
2.711679294386023287e+01,3.678028897091641710e-04,3.662704610574207863e-04,3.677881194173587831e-04
2.719688938818197244e+01,3.742122185831316984e-04,3.554546434972008940e-04,3.742399907954570780e-04
2.727698583250371556e+01,3.848510322850457496e-04,3.479949566225590154e-04,3.849144986681342188e-04
2.735708227682545512e+01,3.986385992097940209e-04,3.435821767404731593e-04,3.987275472931303905e-04
2.743717872114719469e+01,4.141747451720392630e-04,3.416951603044093822e-04,4.142766153496157608e-04
2.751727516546893426e+01,4.298729834399675704e-04,3.416738236104120956e-04,4.299740995455551352e-04
2.759737160979067738e+01,4.441122412279946982e-04,3.427996266960477265e-04,4.441991331873642885e-04
2.767746805411241695e+01,4.553925191264876124e-04,3.443754393367273259e-04,4.554532089322459393e-04
2.775756449843415652e+01,4.624793698472480031e-04,3.457971894395582340e-04,4.625044972902628716e-04
2.783766094275589609e+01,4.645231469411115113e-04,3.466108554708747114e-04,4.645068289253805396e-04
2.791775738707763921e+01,4.611414890340983543e-04,3.465500331508044153e-04,4.610818343056605401e-04
2.799785383139937878e+01,4.524572250134231721e-04,3.455513220870149761e-04,4.523564618097097802e-04
2.807795027572111835e+01,4.390883995885786644e-04,3.437469594923574451e-04,4.389526130583776579e-04
2.815804672004286147e+01,4.220919032426730198e-04,3.414362855869837779e-04,4.219304179687429976e-04
2.823814316436460103e+01,4.028666898732562195e-04,3.390395739475137739e-04,4.026911660923211548e-04
2.831823960868634060e+01,3.830262811381386092e-04,3.370393367522333812e-04,3.828496178079356083e-04
2.839833605300808017e+01,3.642528259140947870e-04,3.359152930710742973e-04,3.640879775250284510e-04
2.847843249732982329e+01,3.481462256002617489e-04,3.360796888575131648e-04,3.480050420770350252e-04
2.855852894165156286e+01,3.360817574484846948e-04,3.378195524687350386e-04,3.359739486198855957e-04
2.863862538597330243e+01,3.290883872511775267e-04,3.412517812453518744e-04,3.290206972322678156e-04
2.871872183029504200e+01,3.277578100792853623e-04,3.462957480082170430e-04,3.277334650584889800e-04
2.879881827461678512e+01,3.321914699954638442e-04,3.526664918829270365e-04,3.322099378612764636e-04
2.887891471893852469e+01,3.419896388147736568e-04,3.598896450659747667e-04,3.420467129033813317e-04
2.895901116326026425e+01,3.562832852556606085e-04,3.673371991685559119e-04,3.563714788473944825e-04
2.903910760758200738e+01,3.738061060548133335e-04,3.742812036087332975e-04,3.739153202962526828e-04
2.911920405190374694e+01,3.930008778563660074e-04,3.799606972927431188e-04,3.931192846001112609e-04
2.919930049622548651e+01,4.121514053222951821e-04,3.836557844229412061e-04,4.122664691292857652e-04
2.927939694054722608e+01,4.295290114211148679e-04,3.847619342550357042e-04,4.296285630400557549e-04
2.935949338486896920e+01,4.435409958870252154e-04,3.828574243980695951e-04,4.436142643800505651e-04
2.943958982919070877e+01,4.528680223937281359e-04,3.777573976876779228e-04,4.529065359485378727e-04
2.951968627351244834e+01,4.565781556933588316e-04,3.695492154856619697e-04,4.565764326131085179e-04
2.959978271783418791e+01,4.542072910563091912e-04,3.586055270223529093e-04,4.541632619580125143e-04
2.967987916215593103e+01,4.457988537794360011e-04,3.455735231468857896e-04,4.457139819249869919e-04
2.975997560647767060e+01,4.318995663365105854e-04,3.313409524840005890e-04,4.317786623999597109e-04
2.984007205079941016e+01,4.135123134016801985e-04,3.169814038582392563e-04,4.133630702595372081e-04
2.992016849512115328e+01,3.920111487448964434e-04,3.036829087247019292e-04,3.918434474042104226e-04
3.000026493944289285e+01,3.690267916317458330e-04,2.926649855988916601e-04,3.688518481468531065e-04
3.008036138376463242e+01,3.463131968089013728e-04,2.850898282329915020e-04,3.461426301393852453e-04
3.016045782808637199e+01,3.256067900780694143e-04,2.819735082390896269e-04,3.254516919512311611e-04
3.024055427240811511e+01,3.084897883131631807e-04,2.841029457887462011e-04,3.083598693419516905e-04
3.032065071672985468e+01,2.962678872673918970e-04,2.919641204105705374e-04,2.961707609428595100e-04
3.040074716105159425e+01,2.898708169326925693e-04,3.056866178887035273e-04,2.898114672027581507e-04
3.048084360537333382e+01,2.897821519970357105e-04,3.250091275021537644e-04,2.897626133187282643e-04
3.056094004969507694e+01,2.960025706294458925e-04,3.492698228006495872e-04,2.960218333300576187e-04
3.064103649401681650e+01,3.080486087651407843e-04,3.774245348168980808e-04,3.081027480793078490e-04
3.072113293833855607e+01,3.249868759716997260e-04,4.080941221550286185e-04,3.250693902627486455e-04
3.080122938266029919e+01,3.455016304934076569e-04,4.396403954878808193e-04,3.456039625052836363e-04
3.088132582698203876e+01,3.679915032308251959e-04,4.702674340716828019e-04,3.681037073592850197e-04
3.096142227130377833e+01,3.906890308142736039e-04,4.981423669164799757e-04,3.908005393716672423e-04
3.104151871562552145e+01,4.117946373813553720e-04,5.215270513965804960e-04,4.118950703441472409e-04
3.112161515994726102e+01,4.296150380228666468e-04,5.389100186126730098e-04,4.296949950695386992e-04
3.120171160426900059e+01,4.426950372880607710e-04,5.491270056226338174e-04,4.427468095979339869e-04
3.128180804859074016e+01,4.499316641248708596e-04,5.514586785500041671e-04,4.499498077327822960e-04
3.136190449291247972e+01,4.506607149137784843e-04,5.456958777664141450e-04,4.506424379907058913e-04
3.144200093723421929e+01,4.447080810120019418e-04,5.321657404878258127e-04,4.446534137729980015e-04
3.152209738155596597e+01,4.324015103748444469e-04,5.117159839049004134e-04,4.323132467392109103e-04
3.160219382587770554e+01,4.145422892650857372e-04,4.856588916623044618e-04,4.144257113066218971e-04
3.168229027019944510e+01,3.923401981736004420e-04,4.556805014217429135e-04,3.922026147568315646e-04
3.176238671452118467e+01,3.673184463341242780e-04,4.237235714144584834e-04,3.671685932896050176e-04
3.184248315884292424e+01,3.411976711332142219e-04,3.918547236797784486e-04,3.410450298452808132e-04
3.192257960316466381e+01,3.157692453047026356e-04,3.621265939869158551e-04,3.156233388636933007e-04
3.200267604748640338e+01,2.927680496318699568e-04,3.364450068137461226e-04,2.926377712866394250e-04
3.208277249180814295e+01,2.737537536654704789e-04,3.164494999499885318e-04,2.736467728905423130e-04
3.216286893612988962e+01,2.600078737216793496e-04,3.034134241734988326e-04,2.599301531430135833e-04
3.224296538045162919e+01,2.524518743814188311e-04,2.981678046119195786e-04,2.524073184982790312e-04
3.232306182477336876e+01,2.515897195800194646e-04,3.010515095033738323e-04,2.515799655670634635e-04
3.240315826909510832e+01,2.574767902346441323e-04,3.118891622208792890e-04,2.575011430770731248e-04
3.248325471341684789e+01,2.697160077267092776e-04,3.299975652422092718e-04,2.697715164648830971e-04
3.256335115773858746e+01,2.874812031359971938e-04,3.542209168128507149e-04,2.875628711550760235e-04
3.264344760206032703e+01,3.095670089213597032e-04,3.829944506951711786e-04,3.096681276652927021e-04
3.272354404638207370e+01,3.344635691323873897e-04,4.144350172113868283e-04,3.345761600972292052e-04
3.280364049070381327e+01,3.604530016244035734e-04,4.464554036112157454e-04,3.605683453241178464e-04
3.288373693502555284e+01,3.857228004757106365e-04,4.768969409362389545e-04,3.858320234886247432e-04
3.296383337934729241e+01,4.084894288097628157e-04,5.036724722424243492e-04,4.085841121319311038e-04
3.304392982366903198e+01,4.271235711591564389e-04,5.249095461593764576e-04,4.271963366947193808e-04
3.312402626799077154e+01,4.402673178478861316e-04,5.390822946310659365e-04,4.403123469229520580e-04
3.320412271231251111e+01,4.469333348892269705e-04,5.451203215690053226e-04,4.469467747747759515e-04
3.328421915663425779e+01,4.465770783046339124e-04,5.424843310742088250e-04,4.465573005922967003e-04
3.336431560095599735e+01,4.391353597260571045e-04,5.312011290112400846e-04,4.390830475692831993e-04
3.344441204527773692e+01,4.250278220730739696e-04,5.118546992503830283e-04,4.249458801662648819e-04
3.352450848959947649e+01,4.051216798398708536e-04,4.855346914639981234e-04,4.050149790649197222e-04
3.360460493392121606e+01,3.806638278532994187e-04,4.537481318436606295e-04,3.805388129289538428e-04
3.368470137824295563e+01,3.531875309333606223e-04,4.183037707177631251e-04,3.530517315785190150e-04
3.376479782256469520e+01,3.244029056401354777e-04,3.811806698066481946e-04,3.242643979611344756e-04
3.384489426688643476e+01,2.960810511847649360e-04,3.443931451261359562e-04,2.959479156735868853e-04
3.392499071120818144e+01,2.699410099706615537e-04,3.098630845759104682e-04,2.698208263945041938e-04
3.400508715552992101e+01,2.475470257538188164e-04,2.793083158165821718e-04,2.474464351318537416e-04
3.408518359985166057e+01,2.302212854777251896e-04,2.541526780865523507e-04,2.301456376909242216e-04
3.416528004417340014e+01,2.189750093670844158e-04,2.354603871120608300e-04,2.189281041692381650e-04
3.424537648849513971e+01,2.144588592452518257e-04,2.238947348906894887e-04,2.144427804369764554e-04
3.432547293281687928e+01,2.169324632605652196e-04,2.196995007380874267e-04,2.169475015056667420e-04
3.440556937713861885e+01,2.262524704797166020e-04,2.227007704380053773e-04,2.262971295296590580e-04
3.448566582146036552e+01,2.418787815542017858e-04,2.323270086637789500e-04,2.419498643569084053e-04
3.456576226578210509e+01,2.628991052259878943e-04,2.476458480210543163e-04,2.629918787560766029e-04
3.464585871010384466e+01,2.880723418425363766e-04,2.674166951335736164e-04,2.881807806088164869e-04
3.472595515442558423e+01,3.158911148410904692e-04,2.901584916216811858e-04,3.160082214253275099e-04
3.480605159874732379e+01,3.446628327357538078e-04,3.142315326293507204e-04,3.447810287550087411e-04
3.488614804306906336e+01,3.726069655183968316e-04,3.379310843501734667e-04,3.727185384938996090e-04
3.496624448739080293e+01,3.979639990364922434e-04,3.595888386991596421e-04,3.980615812050603800e-04
3.504634093171254960e+01,4.191092224783699027e-04,3.776763766924162670e-04,4.191862686955787477e-04
3.512643737603428917e+01,4.346626395165121681e-04,3.909032638459251506e-04,4.347138653646034716e-04
3.520653382035602874e+01,4.435853769791064894e-04,3.983016357815795036e-04,4.436071169279848150e-04
3.528663026467776831e+01,4.452533467970407922e-04,3.992894798942044987e-04,4.452437968313671169e-04
3.536672670899950788e+01,4.395007004814130576e-04,3.937063855708165545e-04,4.394600198912024247e-04
3.544682315332124745e+01,4.266286168252282868e-04,3.818181670042963740e-04,4.265588785470365027e-04
3.552691959764298701e+01,4.073787390142541583e-04,3.642900689190203627e-04,4.072837347272263622e-04
3.560701604196472658e+01,3.828745101415799738e-04,3.421316998429726032e-04,3.827594324920605964e-04
3.568711248628647326e+01,3.545370848959373774e-04,3.166198132316752232e-04,3.544081220543410932e-04
3.576720893060821282e+01,3.239848534079435767e-04,2.892070730610554535e-04,3.238487386047247518e-04
3.584730537492995239e+01,2.929265475920896132e-04,2.614256889287771700e-04,2.927901073447575610e-04
3.592740181925169196e+01,2.630573412427575472e-04,2.347942322743618287e-04,2.629270809113152304e-04
3.600749826357343153e+01,2.359655242431018998e-04,2.107342559867072737e-04,2.358472797085315849e-04
3.608759470789517110e+01,2.130546855646120615e-04,1.905009488421848581e-04,2.129533573850963895e-04
3.616769115221691067e+01,1.954834669142232529e-04,1.751294918010739556e-04,1.954028407608451509e-04
3.624778759653865734e+01,1.841224378280098193e-04,1.653965701868633821e-04,1.840650846078338348e-04
3.632788404086039691e+01,1.795259588292279424e-04,1.617950445086793266e-04,1.794932012795891305e-04
3.640798048518213648e+01,1.819162890733873902e-04,1.645193052946191900e-04,1.819082194228852914e-04
3.648807692950387604e+01,1.911776432347807092e-04,1.734593091175055664e-04,1.911931784269803140e-04
3.656817337382561561e+01,2.068591440409707667e-04,1.882024655510246768e-04,2.068961097935491768e-04
3.664826981814735518e+01,2.281872029006837515e-04,2.080440064673001678e-04,2.282424437671789564e-04
3.672836626246909475e+01,2.540892633739462816e-04,2.320077400367948138e-04,2.541587811002816110e-04
3.680846270679084142e+01,2.832315745543289177e-04,2.588797333984334541e-04,2.833106997881156344e-04
3.688855915111258099e+01,3.140733919281002168e-04,2.872571841925406324e-04,3.141569938000966376e-04
3.696865559543432056e+01,3.449386350147685075e-04,3.156134506889750335e-04,3.450213691685169795e-04
3.704875203975606013e+01,3.741037330956639598e-04,3.423780737666103947e-04,3.741803221533672409e-04
3.712884848407779970e+01,3.998975712533895050e-04,3.660280193965079047e-04,3.999631039234518540e-04
3.720894492839953926e+01,4.208066771701276122e-04,3.851838193783365988e-04,4.208569050439213682e-04
3.728904137272127883e+01,4.355766746737667425e-04,3.987023487912745275e-04,4.356082810123674902e-04
3.736913781704301840e+01,4.433000924709033178e-04,4.057571246604373258e-04,4.433109063007519305e-04
3.744923426136476508e+01,4.434811676934926282e-04,4.058975245007943660e-04,4.434702999254947126e-04
3.752933070568650464e+01,4.360703517194741740e-04,3.990802285296586377e-04,4.360382374986486518e-04
3.760942715000824421e+01,4.214645374247473117e-04,3.856692335406561030e-04,4.214128793759520713e-04
3.768952359432998378e+01,4.004730568846615719e-04,3.664044871396804522e-04,4.004046755879202800e-04
3.776962003865172335e+01,3.742535707012591010e-04,3.423429291584728553e-04,3.741721795865479250e-04
3.784971648297346292e+01,3.442253939571422771e-04,3.147788707245845977e-04,3.441353239808604475e-04
3.792981292729520248e+01,3.119700121202989150e-04,2.851526721956765048e-04,3.118759157272435229e-04
3.800990937161694916e+01,2.791292002625805294e-04,2.549572948668542326e-04,2.790357636855118699e-04
3.809000581593868873e+01,2.473102326712004915e-04,2.256514630429615567e-04,2.472219208862392768e-04
3.817010226026042830e+01,2.180054127001013176e-04,1.985861152173569759e-04,2.179262634339775267e-04
3.825019870458216786e+01,1.925300531828349007e-04,1.749479904984667248e-04,1.924635268897988030e-04
3.833029514890390743e+01,1.719797142788249717e-04,1.557211515948080994e-04,1.719285978038984899e-04
3.841039159322564700e+01,1.572045826201716521e-04,1.416645562863117511e-04,1.571709370160751516e-04
3.849048803754738657e+01,1.487968650338424112e-04,1.333019208553912378e-04,1.487820039084325236e-04
3.857058448186913324e+01,1.470862804867751575e-04,1.309193526215870519e-04,1.470907648601258669e-04
3.865068092619087281e+01,1.521392215632103256e-04,1.345666178948679470e-04,1.521628602977717799e-04
3.873077737051261238e+01,1.637587250655188418e-04,1.440592819290150567e-04,1.638005756093089391e-04
3.881087381483435195e+01,1.814846350853146996e-04,1.589809473842532673e-04,1.815430061522565401e-04
3.889097025915609152e+01,2.045957276097983555e-04,1.786869513209946936e-04,2.046681919007065878e-04
3.897106670347783108e+01,2.321175328935636407e-04,2.023126579758910946e-04,2.322009624997796451e-04
3.905116314779957065e+01,2.628406587102147078e-04,2.287904760080712401e-04,2.629312972712157751e-04
3.913125959212131022e+01,2.953542741927323262e-04,2.568796575072708021e-04,2.954478576295991796e-04
3.921135603644305689e+01,3.280979862135463879e-04,2.852117334934589003e-04,3.281899180900589444e-04
3.929145248076479646e+01,3.594328132247631615e-04,3.123522670944391295e-04,3.595183923822256383e-04
3.937154892508653603e+01,3.877287550383601202e-04,3.368768277493661796e-04,3.878034435827990055e-04
3.945164536940827560e+01,4.114631552109241784e-04,3.574562184358352573e-04,4.115228660047736374e-04
3.953174181373001517e+01,4.293212971283612268e-04,3.729435843322124826e-04,4.293626734458662114e-04
3.961183825805175474e+01,4.402890408071759016e-04,3.824545988003895435e-04,4.403096981807808237e-04
3.969193470237349430e+01,4.437271865178415249e-04,3.854318041296745127e-04,4.437258887941390468e-04
3.977203114669524098e+01,4.394187661576897134e-04,3.816854883575091515e-04,4.393955143162072211e-04
3.985212759101698055e+01,4.275834332311833383e-04,3.714060495547315353e-04,4.275394556640972209e-04
3.993222403533872011e+01,4.088570904159908757e-04,3.551462382865988175e-04,4.087947354983703543e-04
4.001232047966045968e+01,3.842392107780968858e-04,3.337754129671367462e-04,3.841617546699822102e-04
4.009241692398219925e+01,3.550142572580856698e-04,3.084113673346846685e-04,3.549256499680561233e-04
4.017251336830393882e+01,3.226565369937759386e-04,2.803378303363094444e-04,3.225611161801875582e-04
4.025260981262567839e+01,2.887292854844024413e-04,2.509169986272162469e-04,2.886314893385481112e-04
4.033270625694742506e+01,2.547885754703963120e-04,2.215062794871169112e-04,2.546926832123138653e-04
4.041280270126916463e+01,2.223008977171657776e-04,1.933868938338059154e-04,2.222108194521176005e-04
4.049289914559090420e+01,1.925803387936229601e-04,1.677094402240396115e-04,1.924994670800794219e-04
4.057299558991264377e+01,1.667477384260038773e-04,1.454584342449984145e-04,1.666788636097868382e-04
4.065309203423438333e+01,1.457106723214750352e-04,1.274347599901159782e-04,1.456559542471268329e-04
4.073318847855612290e+01,1.301601613683680907e-04,1.142524132821867694e-04,1.301211429736875459e-04
4.081328492287786247e+01,1.205781047933686813e-04,1.063442737893675037e-04,1.205557493198464061e-04
4.089338136719960914e+01,1.172488232452342707e-04,1.039711346475463249e-04,1.172435567342417314e-04
4.097347781152134871e+01,1.202688017951343091e-04,1.072288651502089843e-04,1.202805459371570880e-04
4.105357425584308828e+01,1.295505504791110839e-04,1.160502160950186579e-04,1.295787369441172058e-04
4.113367070016482785e+01,1.448190834786141279e-04,1.302000745679620687e-04,1.448626483873441102e-04
4.121376714448656742e+01,1.656023751487978952e-04,1.492655091464672437e-04,1.656597399529402504e-04
4.129386358880830699e+01,1.912197588741398923e-04,1.726442539352551840e-04,1.912888102118330243e-04
4.137396003313004655e+01,2.207741070704108573e-04,1.995369280040092987e-04,2.208521919792037259e-04
4.145405647745178612e+01,2.531543923883647026e-04,2.289489407211921376e-04,2.532383458098730637e-04
4.153415292177353280e+01,2.870546792369727310e-04,2.597075120505492316e-04,2.871408977804306372e-04
4.161424936609527236e+01,3.210137436514452574e-04,2.904975508558500503e-04,3.210983134323673756e-04
4.169434581041701193e+01,3.534766073742285773e-04,3.199174979139610586e-04,3.535554853147078805e-04
4.177444225473875150e+01,3.828757403020017439e-04,3.465530504110130245e-04,3.829449789293452172e-04
4.185453869906049107e+01,4.077261161765255589e-04,3.690634650686160372e-04,4.077821132917194098e-04
4.193463514338223064e+01,4.267253281598407501e-04,3.862724542239412331e-04,4.267650763459932862e-04
4.201473158770397021e+01,4.388481471398116571e-04,3.972540513487144397e-04,4.388694552060805549e-04
4.209482803202571688e+01,4.434246254632090455e-04,4.014035808282796162e-04,4.434262852655457428e-04
4.217492447634745645e+01,4.401922442726721339e-04,3.984851402342305497e-04,4.401741218860466564e-04
4.225502092066919602e+01,4.293155114897986954e-04,3.886496446816023985e-04,4.292785506462792303e-04
4.233511736499093558e+01,4.113704034869318407e-04,3.724210970179370910e-04,4.113165401384219488e-04
4.241521380931267515e+01,3.872954723613633056e-04,3.506527599279384098e-04,3.872274704081960905e-04
4.249531025363441472e+01,3.583155973664506311e-04,3.244586683529928121e-04,3.582368252125596388e-04
4.257540669795615429e+01,3.258475811721583439e-04,2.951288320614377323e-04,3.257617553249455341e-04
4.265550314227790096e+01,2.913985910921232771e-04,2.640380952119947234e-04,2.913095155909200683e-04
4.273559958659964053e+01,2.564685917335723909e-04,2.325587319673564691e-04,2.563799205506154372e-04
4.281569603092138010e+01,2.224664654007080104e-04,2.019855147520983256e-04,2.223815096124426424e-04
4.289579247524311967e+01,1.906467866392445919e-04,1.734794812430761073e-04,1.905683801884344546e-04
4.297588891956485924e+01,1.620707101851423548e-04,1.480334046897476658e-04,1.620011388610419645e-04
4.305598536388659880e+01,1.375907349861138973e-04,1.264585765429241890e-04,1.375317243235439147e-04
4.313608180820833837e+01,1.178557890287832848e-04,1.093894629478642672e-04,1.178085394653315582e-04
4.321617825253007794e+01,1.033306013389082218e-04,9.730052568863652195e-05,1.032958541010828339e-04
4.329627469685182461e+01,9.432198530030711685e-05,9.052828505343334304e-05,9.430010057886709541e-05
4.337637114117356418e+01,9.100456119619602512e-05,8.929165899119220458e-05,9.099559121436330566e-05
4.345646758549530375e+01,9.343952688185904896e-05,9.370468716553325209e-05,9.344327005127026553e-05
4.353656402981704332e+01,1.015821258558843393e-04,1.037777456491802781e-04,1.015981536515399628e-04
4.361666047413878289e+01,1.152761348847289682e-04,1.194059749694558359e-04,1.153037894730525007e-04
4.369675691846052246e+01,1.342366060604482806e-04,1.403465061540161755e-04,1.342749731421842216e-04
4.377685336278226202e+01,1.580248342669560992e-04,1.661887678304134290e-04,1.580727011437517144e-04
4.385694980710400870e+01,1.860216813942835263e-04,1.963242903449939234e-04,1.860774941521603672e-04
4.393704625142574827e+01,2.174066334034798517e-04,2.299236388240853603e-04,2.174684687471607552e-04
4.401714269574748783e+01,2.511500579115678541e-04,2.659281526407076017e-04,2.512156242730571843e-04
4.409723914006922740e+01,2.860249741001608960e-04,3.030629351702294962e-04,2.860916532073527730e-04
4.417733558439096697e+01,3.206423243042705014e-04,3.398750982640502249e-04,3.207072588187928315e-04
4.425743202871270654e+01,3.535105156931524282e-04,3.747978917380151995e-04,3.535707415499716468e-04
4.433752847303444611e+01,3.831163191505531219e-04,4.062374925406964273e-04,3.831689338720826662e-04
4.441762491735619278e+01,4.080206273115849882e-04,4.326754727296104348e-04,4.080629789862741516e-04
4.449772136167793235e+01,4.269596762480078710e-04,4.527769318778953819e-04,4.269895531769186199e-04
4.457781780599967192e+01,4.389406491446006171e-04,4.654925208766111247e-04,4.389564482454397384e-04
4.465791425032141149e+01,4.433204586047061625e-04,4.701424744896662527e-04,4.433213119756054441e-04
4.473801069464315106e+01,4.398580505127602097e-04,4.664724204032303506e-04,4.398438940187456275e-04
4.481810713896489062e+01,4.287336055714943608e-04,4.546739526945616427e-04,4.287051802996874887e-04
4.489820358328663019e+01,4.105320896592113897e-04,4.353672777159429421e-04,4.104908755194980547e-04
4.497830002760836976e+01,3.861930873524482529e-04,4.095479903606473460e-04,3.861411766454495172e-04
4.505839647193011643e+01,3.569330376700140055e-04,3.785044709931011759e-04,3.568729637587239167e-04
4.513849291625185600e+01,3.241492288268015584e-04,3.437158219989865896e-04,3.240837700238203352e-04
4.521858936057359557e+01,2.893167272060667597e-04,3.067421887382488100e-04,2.892487079491526218e-04
4.529868580489533514e+01,2.538895980687123737e-04,2.691195044867924113e-04,2.538217082627861965e-04
4.537878224921707471e+01,2.192163856026999676e-04,2.322692322116069665e-04,2.191510350424937306e-04
4.545887869353881428e+01,1.864771710764244808e-04,1.974308815250636236e-04,1.864163899328938746e-04
